word,valence,foundation
bullied,virtue,authority
matriarchs,virtue,authority
controlling,virtue,authority
managerial,virtue,authority
bosses,virtue,authority
ranks,virtue,authority
controls,virtue,authority
dictation,virtue,authority
guides,virtue,authority
oligarchs,virtue,authority
principals,virtue,authority
top dog,virtue,authority
admirals,virtue,authority
caste,virtue,authority
captaining,virtue,authority
queen,virtue,authority
mentoring,virtue,authority
elderly,virtue,authority
castes,virtue,authority
governess,virtue,authority
captained,virtue,authority
principal,virtue,authority
bullying,virtue,authority
submission,virtue,authority
dominated,virtue,authority
corporate ladders,virtue,authority
queens,virtue,authority
underling,virtue,authority
corporate ladder,virtue,authority
fathered,virtue,authority
dominates,virtue,authority
dominating,virtue,authority
presidential,virtue,authority
oligarch,virtue,authority
controlled,virtue,authority
submits,virtue,authority
submitting,virtue,authority
head honcho,virtue,authority
commandingly,virtue,authority
vice president,virtue,authority
slaving,virtue,authority
fathering,virtue,authority
slaved,virtue,authority
managers,virtue,authority
forbiddingly,virtue,authority
controllers,virtue,authority
submitted,virtue,authority
ringleaders,virtue,authority
ringleader,virtue,authority
controller,virtue,authority
ranked,virtue,authority
manager,virtue,authority
prime ministerial,virtue,authority
submissions,virtue,authority
ceo,virtue,authority
punishingly,virtue,authority
submitter,virtue,authority
submitters,virtue,authority
disrespect,vice,authority
disobey,vice,authority
disobedience,vice,authority
anarchy,vice,authority
chaos,vice,authority
subversion,vice,authority
subvert,vice,authority
lawlessness,vice,authority
subverting,vice,authority
disrespecting,vice,authority
sedition,vice,authority
treason,vice,authority
overthrow,vice,authority
insurrection,vice,authority
rebellion,vice,authority
transgress,vice,authority
treachery,vice,authority
dissent,vice,authority
dishonor,vice,authority
dissension,vice,authority
disrespects,vice,authority
bedlam,vice,authority
rebelling,vice,authority
misrule,vice,authority
transgression,vice,authority
insurrectional,vice,authority
pandemonium,vice,authority
mutiny,vice,authority
mutinies,vice,authority
misruling,vice,authority
disobedient,vice,authority
subverted,vice,authority
transgresses,vice,authority
transgressed,vice,authority
disarray,vice,authority
misruled,vice,authority
rioting,vice,authority
lawless,vice,authority
transgressing,vice,authority
illegality,vice,authority
overthrowing,vice,authority
dishonorable,vice,authority
dishonoring,vice,authority
rebelled,vice,authority
rebellions,vice,authority
riot,vice,authority
dishonouring,vice,authority
disrespected,vice,authority
permissiveness,vice,authority
refuser,vice,authority
unruly,vice,authority
subverts,vice,authority
unlawfulness,vice,authority
overthrown,vice,authority
anarchistic,vice,authority
dishonours,vice,authority
riots,vice,authority
refuse,vice,authority
chaotic,vice,authority
nonconformity,vice,authority
dissenters,vice,authority
uprising,vice,authority
insurrections,vice,authority
rioters,vice,authority
disordering,vice,authority
insubordinate,vice,authority
mutinied,vice,authority
insurrectionist,vice,authority
unlawful,vice,authority
nonconformists,vice,authority
heresy,vice,authority
uprisings,vice,authority
dishonors,vice,authority
tumult,vice,authority
overthrew,vice,authority
overthrows,vice,authority
rabble rousers,vice,authority
renegade,vice,authority
impolite,vice,authority
renegades,vice,authority
rabble rousing,vice,authority
dishonored,vice,authority
illegal,vice,authority
rioter,vice,authority
mutinous,vice,authority
disarrayed,vice,authority
apostates,vice,authority
dissidents,vice,authority
anarchists,vice,authority
raise hell,vice,authority
disorder,vice,authority
refusers,vice,authority
permissive,vice,authority
apostate,vice,authority
anarchist,vice,authority
treacherous,vice,authority
dissident,vice,authority
raises hell,vice,authority
disordered,vice,authority
heretic,vice,authority
overpower,vice,authority
rabble rouser,vice,authority
rebel,vice,authority
raising hell,vice,authority
heretics,vice,authority
unauthorized,vice,authority
refusing,vice,authority
rebels,vice,authority
refuses,vice,authority
rioted,vice,authority
orders,vice,authority
dissenter,vice,authority
chaotically,vice,authority
nonconformist,vice,authority
heresies,vice,authority
illegals,vice,authority
unlawfully,vice,authority
heretical,vice,authority
dissents,vice,authority
traditions,vice,authority
dissenting,vice,authority
overpowers,vice,authority
trouble maker,vice,authority
refused,vice,authority
rock the boat,vice,authority
overpowering,vice,authority
tumultuous,vice,authority
overpowered,vice,authority
dissented,vice,authority
nonconforming,vice,authority
sanctity,virtue,purity
sacred,virtue,purity
sacredness,virtue,purity
purity,virtue,purity
wholesome,virtue,purity
pureness,virtue,purity
wholesomeness,virtue,purity
holiness,virtue,purity
dignity,virtue,purity
godly,virtue,purity
piety,virtue,purity
sanctify,virtue,purity
chastity,virtue,purity
undefiled,virtue,purity
holy,virtue,purity
sacrosanct,virtue,purity
pious,virtue,purity
righteousness,virtue,purity
dignities,virtue,purity
sanctified,virtue,purity
godliness,virtue,purity
spirituality,virtue,purity
chaste,virtue,purity
sanctifies,virtue,purity
righteous,virtue,purity
divine,virtue,purity
religious,virtue,purity
biblical,virtue,purity
spiritual,virtue,purity
deity,virtue,purity
sanctifying,virtue,purity
noble,virtue,purity
modesty,virtue,purity
decency,virtue,purity
scriptures,virtue,purity
nobility,virtue,purity
religion,virtue,purity
hallow,virtue,purity
soul,virtue,purity
hallowed,virtue,purity
deism,virtue,purity
pristine,virtue,purity
exalted,virtue,purity
hallowing,virtue,purity
eternal,virtue,purity
holy cross,virtue,purity
deities,virtue,purity
faith,virtue,purity
unadulterated,virtue,purity
scripture,virtue,purity
wholesomely,virtue,purity
divinities,virtue,purity
worship,virtue,purity
virgin,virtue,purity
god,virtue,purity
catholicism,virtue,purity
saintly,virtue,purity
saintliness,virtue,purity
goddess,virtue,purity
religiosity,virtue,purity
purify,virtue,purity
koranic,virtue,purity
pure,virtue,purity
holy crosses,virtue,purity
exalt,virtue,purity
virginity,virtue,purity
divinity,virtue,purity
consecrates,virtue,purity
heaven,virtue,purity
virginal,virtue,purity
devout,virtue,purity
dignified,virtue,purity
tabernacle,virtue,purity
exalts,virtue,purity
buddhas,virtue,purity
souls,virtue,purity
temple,virtue,purity
unsullied,virtue,purity
heavenly,virtue,purity
cleanliness,virtue,purity
abstinance,virtue,purity
spotlessness,virtue,purity
talmudic,virtue,purity
deists,virtue,purity
gospels,virtue,purity
prophets,virtue,purity
religions,virtue,purity
temples,virtue,purity
buddhist,virtue,purity
goddesses,virtue,purity
saints,virtue,purity
temperance,virtue,purity
celibacy,virtue,purity
consecrated,virtue,purity
priestly,virtue,purity
bless,virtue,purity
marriage,virtue,purity
prophet,virtue,purity
exalting,virtue,purity
unchaste,virtue,purity
supernatural,virtue,purity
eternally,virtue,purity
purification,virtue,purity
apostles,virtue,purity
monastic,virtue,purity
purified,virtue,purity
communion,virtue,purity
gods,virtue,purity
celibate,virtue,purity
christians,virtue,purity
theological,virtue,purity
monasticism,virtue,purity
unspoiled,virtue,purity
sterility,virtue,purity
christian,virtue,purity
buddha,virtue,purity
deist,virtue,purity
prophetic,virtue,purity
saint,virtue,purity
righteously,virtue,purity
apostle,virtue,purity
prayer,virtue,purity
faiths,virtue,purity
shrine,virtue,purity
purifying,virtue,purity
worships,virtue,purity
virgins,virtue,purity
glorious,virtue,purity
dignifies,virtue,purity
atonement,virtue,purity
deification,virtue,purity
orthodoxy,virtue,purity
hallows,virtue,purity
enshrining,virtue,purity
nunneries,virtue,purity
church,virtue,purity
religiously,virtue,purity
blessings,virtue,purity
consecrate,virtue,purity
gospel,virtue,purity
pray,virtue,purity
beatifying,virtue,purity
yogis,virtue,purity
theology,virtue,purity
purifies,virtue,purity
orthodox,virtue,purity
untainted,virtue,purity
torah,virtue,purity
faithfully,virtue,purity
catholic,virtue,purity
heavens,virtue,purity
yogi,virtue,purity
consecrating,virtue,purity
blessed,virtue,purity
faithful,virtue,purity
koran,virtue,purity
abstinence,virtue,purity
jesus,virtue,purity
monastery,virtue,purity
purities,virtue,purity
consecration,virtue,purity
catholics,virtue,purity
prayers,virtue,purity
prayed,virtue,purity
sterile,virtue,purity
blesses,virtue,purity
enshrined,virtue,purity
torahs,virtue,purity
organic,virtue,purity
bible,virtue,purity
glory,virtue,purity
allah,virtue,purity
glories,virtue,purity
priests,virtue,purity
dignifying,virtue,purity
enshrine,virtue,purity
mosques,virtue,purity
spotlessly,virtue,purity
prude,virtue,purity
reverend,virtue,purity
soulful,virtue,purity
deify,virtue,purity
christ,virtue,purity
cathedrals,virtue,purity
churches,virtue,purity
cathedral,virtue,purity
dignify,virtue,purity
monasteries,virtue,purity
raw,virtue,purity
enshrines,virtue,purity
refinement,virtue,purity
nuns,virtue,purity
monks,virtue,purity
gloriously,virtue,purity
almighty,virtue,purity
marring,virtue,purity
repent,virtue,purity
prays,virtue,purity
clean,virtue,purity
orthodoxies,virtue,purity
exterminates,virtue,purity
rabbis,virtue,purity
spotless,virtue,purity
bibles,virtue,purity
mosque,virtue,purity
immaculate,virtue,purity
organics,virtue,purity
purifier,virtue,purity
foods,virtue,purity
lord,virtue,purity
praying,virtue,purity
repenting,virtue,purity
marry,virtue,purity
elevating,virtue,purity
marrying,virtue,purity
immaculately,virtue,purity
rabbi,virtue,purity
nunnery,virtue,purity
priest,virtue,purity
food,virtue,purity
bloodiness,virtue,purity
marries,virtue,purity
synagogues,virtue,purity
synagogue,virtue,purity
refined,virtue,purity
repents,virtue,purity
angel,virtue,purity
blessing,virtue,purity
monk,virtue,purity
rabbinical,virtue,purity
organically,virtue,purity
pope,virtue,purity
nun,virtue,purity
nobles,virtue,purity
prophetically,virtue,purity
blood,virtue,purity
repented,virtue,purity
pastor,virtue,purity
purifiers,virtue,purity
lords,virtue,purity
bloody,virtue,purity
untouched,virtue,purity
cleaning,virtue,purity
exterminating,virtue,purity
exterminated,virtue,purity
imam,virtue,purity
higher power,virtue,purity
cleaners,virtue,purity
married,virtue,purity
beatification,virtue,purity
beatify,virtue,purity
extermination,virtue,purity
exterminate,virtue,purity
cleaner,virtue,purity
body,virtue,purity
immune,virtue,purity
atoning,virtue,purity
imams,virtue,purity
cleaned,virtue,purity
atones,virtue,purity
mary,virtue,purity
refines,virtue,purity
cleans,virtue,purity
atone,virtue,purity
immunities,virtue,purity
immunity,virtue,purity
stainless,virtue,purity
refining,virtue,purity
refine,virtue,purity
atoned,virtue,purity
exterminator,virtue,purity
exterminators,virtue,purity
impurity,vice,purity
degradation,vice,purity
depravity,vice,purity
desecrate,vice,purity
desecration,vice,purity
repulsiveness,vice,purity
degrading,vice,purity
decay,vice,purity
filth,vice,purity
depravities,vice,purity
defile,vice,purity
sin,vice,purity
fornication,vice,purity
repulsive,vice,purity
depraved,vice,purity
impiety,vice,purity
degrade,vice,purity
repugnance,vice,purity
impure,vice,purity
degraded,vice,purity
desecrations,vice,purity
sinfulness,vice,purity
impurities,vice,purity
indecencies,vice,purity
defiled,vice,purity
defiles,vice,purity
uncleanliness,vice,purity
damnation,vice,purity
debauchery,vice,purity
impious,vice,purity
sinful,vice,purity
necrophiliacs,vice,purity
desecrates,vice,purity
sleaziness,vice,purity
desecrating,vice,purity
desecrated,vice,purity
grossness,vice,purity
contaminates,vice,purity
sinning,vice,purity
promiscuity,vice,purity
befouls,vice,purity
rottenness,vice,purity
hedonism,vice,purity
revolting,vice,purity
repugnant,vice,purity
godless,vice,purity
scum,vice,purity
befoul,vice,purity
satanic,vice,purity
sluttiness,vice,purity
disgusting,vice,purity
pestilence,vice,purity
debased,vice,purity
trashiness,vice,purity
sins,vice,purity
degradingly,vice,purity
corrupting,vice,purity
deprave,vice,purity
perverted,vice,purity
debase,vice,purity
fornicating,vice,purity
degraders,vice,purity
defiling,vice,purity
slime,vice,purity
horrors,vice,purity
repugnantly,vice,purity
defiler,vice,purity
deviants,vice,purity
degrades,vice,purity
corrupts,vice,purity
debasing,vice,purity
perverts,vice,purity
parasitic,vice,purity
disgusts,vice,purity
deflowering,vice,purity
hedonistic,vice,purity
deviant,vice,purity
scummy,vice,purity
horrifying,vice,purity
necrophilia,vice,purity
contamination,vice,purity
rot,vice,purity
stain,vice,purity
contaminating,vice,purity
contaminants,vice,purity
dirtying,vice,purity
debases,vice,purity
contaminate,vice,purity
abhor,vice,purity
heresy,vice,purity
sleaze,vice,purity
staining,vice,purity
defilers,vice,purity
harlot,vice,purity
plagues,vice,purity
sullies,vice,purity
fornicators,vice,purity
vermin,vice,purity
befouling,vice,purity
incest,vice,purity
trashy,vice,purity
excreting,vice,purity
deforms,vice,purity
abhorred,vice,purity
decayed,vice,purity
whores,vice,purity
deformities,vice,purity
perverse,vice,purity
adultery,vice,purity
fornicate,vice,purity
excrement,vice,purity
harlots,vice,purity
decaying,vice,purity
fornicator,vice,purity
unclean,vice,purity
nauseating,vice,purity
sully,vice,purity
heresies,vice,purity
satan,vice,purity
damns,vice,purity
satanically,vice,purity
sinned,vice,purity
sinners,vice,purity
adulterous,vice,purity
repulses,vice,purity
corruption,vice,purity
tainting,vice,purity
deformity,vice,purity
necrophiliac,vice,purity
decays,vice,purity
corrupted,vice,purity
deforming,vice,purity
contaminant,vice,purity
disgust,vice,purity
tarnishes,vice,purity
hell,vice,purity
filthy,vice,purity
taint,vice,purity
horrific,vice,purity
fecal,vice,purity
dirtied,vice,purity
flesh,vice,purity
stained,vice,purity
deform,vice,purity
putrid,vice,purity
scatalogical,vice,purity
dirties,vice,purity
whoring,vice,purity
cocksucker,vice,purity
plague,vice,purity
adulterers,vice,purity
excretes,vice,purity
infesting,vice,purity
slimy,vice,purity
excrete,vice,purity
scuzz,vice,purity
horror,vice,purity
tarnish,vice,purity
sexuality,vice,purity
parasite,vice,purity
obscenity,vice,purity
deformed,vice,purity
adulterer,vice,purity
befouled,vice,purity
muck,vice,purity
corpses,vice,purity
soiled,vice,purity
infest,vice,purity
incestuously,vice,purity
incestuous,vice,purity
fucker,vice,purity
devil,vice,purity
parasites,vice,purity
stains,vice,purity
skanks,vice,purity
corpse,vice,purity
whore,vice,purity
lepers,vice,purity
curses,vice,purity
corrupt,vice,purity
pathogens,vice,purity
diseased,vice,purity
deflower,vice,purity
hedonists,vice,purity
sinner,vice,purity
debaucherous,vice,purity
fester,vice,purity
hedonist,vice,purity
sleazy,vice,purity
fucks,vice,purity
promiscuous,vice,purity
cursed,vice,purity
curse,vice,purity
apostates,vice,purity
cocksuckers,vice,purity
heretic,vice,purity
lewdness,vice,purity
slutty,vice,purity
infests,vice,purity
festers,vice,purity
pervert,vice,purity
fuck,vice,purity
skanky,vice,purity
dirty,vice,purity
mucky,vice,purity
puke,vice,purity
alcoholism,vice,purity
feces,vice,purity
sullied,vice,purity
disgustingly,vice,purity
sexual,vice,purity
cunt,vice,purity
taints,vice,purity
profane,vice,purity
heretics,vice,purity
fucking,vice,purity
tarnishing,vice,purity
fornicated,vice,purity
mar,vice,purity
shitting,vice,purity
slut,vice,purity
obscene,vice,purity
barf,vice,purity
rotten,vice,purity
disgusted,vice,purity
cunts,vice,purity
waste,vice,purity
parasitically,vice,purity
sinfully,vice,purity
wastes,vice,purity
vomit,vice,purity
pathogen,vice,purity
rats,vice,purity
pathogenic,vice,purity
indecent,vice,purity
infect,vice,purity
leper,vice,purity
indecently,vice,purity
shit,vice,purity
abhors,vice,purity
skank,vice,purity
infestation,vice,purity
deflowered,vice,purity
leprosy,vice,purity
diseases,vice,purity
heretical,vice,purity
dirt,vice,purity
cursing,vice,purity
tarnishment,vice,purity
disease,vice,purity
prostitution,vice,purity
infested,vice,purity
apostate,vice,purity
sluts,vice,purity
fuckers,vice,purity
profanity,vice,purity
addiction,vice,purity
contaminated,vice,purity
scuzzy,vice,purity
infectiousness,vice,purity
indecency,vice,purity
vomited,vice,purity
germ,vice,purity
prostituting,vice,purity
excreted,vice,purity
rubbish,vice,purity
fucked,vice,purity
sodomy,vice,purity
untouchables,vice,purity
epidemics,vice,purity
swear,vice,purity
shits,vice,purity
whorehouses,vice,purity
pigsty,vice,purity
germs,vice,purity
prostituted,vice,purity
mud,vice,purity
dung,vice,purity
epidemic,vice,purity
rat,vice,purity
douchebag,vice,purity
perversely,vice,purity
pukes,vice,purity
puking,vice,purity
prostitutes,vice,purity
barfs,vice,purity
slutting,vice,purity
trashing,vice,purity
whored,vice,purity
douchebags,vice,purity
infection,vice,purity
shite,vice,purity
spoil,vice,purity
gross,vice,purity
repulsed,vice,purity
pus,vice,purity
festering,vice,purity
cockroaches,vice,purity
tainted,vice,purity
contagion,vice,purity
barfed,vice,purity
infects,vice,purity
damned,vice,purity
addictions,vice,purity
shitty,vice,purity
skanking,vice,purity
trash,vice,purity
whorehouse,vice,purity
phlegm,vice,purity
moldy,vice,purity
plaguing,vice,purity
shat,vice,purity
drugged,vice,purity
garbage,vice,purity
infecting,vice,purity
pandemics,vice,purity
viruses,vice,purity
nauseated,vice,purity
cockroach,vice,purity
puked,vice,purity
drugging,vice,purity
manure,vice,purity
mucking,vice,purity
lewd,vice,purity
alcoholics,vice,purity
gangrenous,vice,purity
barfing,vice,purity
gangrene,vice,purity
shitter,vice,purity
shittier,vice,purity
tarnished,vice,purity
cock,vice,purity
vomits,vice,purity
hookers,vice,purity
damn,vice,purity
addict,vice,purity
alcoholic,vice,purity
nausea,vice,purity
swearing,vice,purity
vomiting,vice,purity
skanked,vice,purity
infections,vice,purity
foul,vice,purity
prostitute,vice,purity
risque,vice,purity
lice,vice,purity
gonorrhea,vice,purity
wasting,vice,purity
profanities,vice,purity
divorces,vice,purity
crappy,vice,purity
spreading,vice,purity
wasters,vice,purity
addicting,vice,purity
trashed,vice,purity
addicts,vice,purity
scabies,vice,purity
swore,vice,purity
nauseous,vice,purity
phlegmatically,vice,purity
spoiling,vice,purity
nauseatingly,vice,purity
drugs,vice,purity
virus,vice,purity
waster,vice,purity
untouchable,vice,purity
addicted,vice,purity
damning,vice,purity
pandemic,vice,purity
hooker,vice,purity
bm,vice,purity
infected,vice,purity
festered,vice,purity
marred,vice,purity
phlegmatic,vice,purity
divorce,vice,purity
viral,vice,purity
contagiously,vice,purity
plagued,vice,purity
repulsing,vice,purity
swears,vice,purity
drug,vice,purity
spoiled,vice,purity
cum,vice,purity
divorcing,vice,purity
wasted,vice,purity
divorced,vice,purity
contagious,vice,purity
